RequestNumber,Index Name,INDEX_NAME,Date,Open,High,Low,Close,Date_2
His63865831593827869200,,Nifty 50,30-Apr-02,1074.25,1085.75,1073.4,1084.5,30/04/2002
His63865831593827869200,,Nifty 50,2-May-02,1084.8,1101.1,1084.8,1093.3,2/5/2002
His63865831593827869200,,Nifty 50,3-May-02,1093.4,1098.6,1091.5,1096.95,3/5/2002
His63865831593827869200,,Nifty 50,6-May-02,1096.95,1102.05,1096.25,1100.95,6/5/2002
His63865831593827869200,,Nifty 50,7-May-02,1100.9,1111.85,1096.65,1110.7,7/5/2002
His63865831593827869200,,Nifty 50,8-May-02,1110.7,1122.7,1110.7,1117.6,8/5/2002
His63865831593827869200,,Nifty 50,9-May-02,1117.7,1136.55,1117.7,1127.6,9/5/2002
His63865831593827869200,,Nifty 50,10-May-02,1127.05,1127.3,1111.15,1116.4,10/5/2002
His63865831593827869200,,Nifty 50,13-May-02,1116.8,1121.95,1114.2,1119.65,13/05/2002
His63865831593827869200,,Nifty 50,14-May-02,1119.95,1125.95,1111.45,1115.1,14/05/2002
His63865831593827869200,,Nifty 50,15-May-02,1115.15,1121.5,1102.65,1107.8,15/05/2002
His63865831593827869200,,Nifty 50,16-May-02,1108.25,1111.25,1089.85,1092.8,16/05/2002
His63865831593827869200,,Nifty 50,17-May-02,1092.8,1099.75,1079.95,1090.65,17/05/2002
His63865831593827869200,,Nifty 50,20-May-02,1091.7,1097.95,1071.35,1074.35,20/05/2002
His63865831593827869200,,Nifty 50,21-May-02,1074.75,1074.85,1028.25,1049.2,21/05/2002
His63865831593827869200,,Nifty 50,22-May-02,1049.5,1050.9,1035.5,1045.3,22/05/2002
His63865831593827869200,,Nifty 50,23-May-02,1045.2,1045.35,1024.3,1026.75,23/05/2002
His63865831593827869200,,Nifty 50,24-May-02,1026.9,1069.2,1026.9,1067,24/05/2002
His63865831593827869200,,Nifty 50,27-May-02,1067,1071.5,1054.1,1062.7,27/05/2002
His63865831593827869200,,Nifty 50,28-May-02,1061.9,1062.3,1034.1,1038.2,28/05/2002
His63865831593827869200,,Nifty 50,29-May-02,1038.2,1047.95,1026.5,1041.65,29/05/2002
His63865831593827869200,,Nifty 50,30-May-02,1041.4,1049.95,1030.1,1032.15,30/05/2002
His63865831593827869200,,Nifty 50,31-May-02,1032.5,1037.7,1020.1,1028.8,31/05/2002
His63865831593827869200,,Nifty 50,3-Jun-02,1029.25,1047.25,1029.25,1039.75,3/6/2002
His63865831593827869200,,Nifty 50,4-Jun-02,1040.15,1047.4,1036.55,1045.4,4/6/2002
His63865831593827869200,,Nifty 50,5-Jun-02,1045.55,1067.5,1045,1064.2,5/6/2002
His63865831593827869200,,Nifty 50,6-Jun-02,1064.15,1072,1055.5,1064.35,6/6/2002
His63865831593827869200,,Nifty 50,7-Jun-02,1063.75,1063.75,1044.35,1048.8,7/6/2002
His63865831593827869200,,Nifty 50,10-Jun-02,1049.95,1072.5,1049.95,1069.9,10/6/2002
His63865831593827869200,,Nifty 50,11-Jun-02,1070.95,1099.5,1070.55,1097.05,11/6/2002
His63865831593827869200,,Nifty 50,12-Jun-02,1097.15,1100.45,1088.5,1092.8,12/6/2002
His63865831593827869200,,Nifty 50,13-Jun-02,1093,1102.05,1080.8,1082.85,13/06/2002
His63865831593827869200,,Nifty 50,14-Jun-02,1081.75,1087.6,1079.45,1085.7,14/06/2002
His63865831593827869200,,Nifty 50,17-Jun-02,1085.8,1097.55,1085.7,1088.9,17/06/2002
His63865831593827869200,,Nifty 50,18-Jun-02,1088.9,1097.4,1073.75,1074.95,18/06/2002
His63865831593827869200,,Nifty 50,19-Jun-02,1074.7,1079.2,1056.45,1062.9,19/06/2002
His63865831593827869200,,Nifty 50,20-Jun-02,1063.1,1074,1056.25,1070.05,20/06/2002
His63865831593827869200,,Nifty 50,21-Jun-02,1069.5,1069.8,1058.95,1062.55,21/06/2002
His63865831593827869200,,Nifty 50,24-Jun-02,1065.6,1065.6,1054.45,1061.85,24/06/2002
His63865831593827869200,,Nifty 50,25-Jun-02,1061.9,1063.3,1048.55,1055.4,25/06/2002
His63865831593827869200,,Nifty 50,26-Jun-02,1055.35,1061.05,1042.2,1044.2,26/06/2002
His63865831593827869200,,Nifty 50,27-Jun-02,1044.5,1053.7,1044,1048.55,27/06/2002
His63865831593827869200,,Nifty 50,28-Jun-02,1049.4,1068.9,1049.4,1057.8,28/06/2002
His63865831593827869200,,Nifty 50,1-Jul-02,1058,1070.15,1058,1068.95,1/7/2002
His63865831593827869200,,Nifty 50,2-Jul-02,1067.9,1071.7,1064.95,1068.05,2/7/2002
His63865831593827869200,,Nifty 50,3-Jul-02,1067.8,1074,1065.55,1069.9,3/7/2002
His63865831593827869200,,Nifty 50,4-Jul-02,1069.95,1078.55,1068.4,1070.55,4/7/2002
His63865831593827869200,,Nifty 50,5-Jul-02,1071,1076.2,1067.45,1073.8,5/7/2002
His63865831593827869200,,Nifty 50,8-Jul-02,1074,1085.3,1072.9,1082.05,8/7/2002
His63865831593827869200,,Nifty 50,9-Jul-02,1081.9,1083.65,1077.55,1080.3,9/7/2002
His63865831593827869200,,Nifty 50,10-Jul-02,1081.55,1087.4,1069.45,1071.7,10/7/2002
His63865831593827869200,,Nifty 50,11-Jul-02,1070.95,1070.95,1055.3,1056.6,11/7/2002
His63865831593827869200,,Nifty 50,12-Jul-02,1057.1,1064.9,1054.9,1058.25,12/7/2002
His63865831593827869200,,Nifty 50,15-Jul-02,1057.95,1058.45,1043.3,1048,15/07/2002
His63865831593827869200,,Nifty 50,16-Jul-02,1047.9,1051.85,1033.95,1035.95,16/07/2002
His63865831593827869200,,Nifty 50,17-Jul-02,1035.95,1037.5,1025,1032.55,17/07/2002
His63865831593827869200,,Nifty 50,18-Jul-02,1032.55,1044,1032.55,1041.3,18/07/2002
His63865831593827869200,,Nifty 50,19-Jul-02,1041.35,1041.5,1032.25,1035.9,19/07/2002
His63865831593827869200,,Nifty 50,22-Jul-02,1035.2,1035.2,1009,1012,22/07/2002
His63865831593827869200,,Nifty 50,23-Jul-02,1012.05,1023.65,1005.75,1021.9,23/07/2002
His63865831593827869200,,Nifty 50,24-Jul-02,1021.8,1022.2,1001.9,1004.05,24/07/2002
His63865831593827869200,,Nifty 50,25-Jul-02,1004.2,1021.3,997.85,1001.55,25/07/2002
His63865831593827869200,,Nifty 50,26-Jul-02,1001.05,1001.05,972.55,973.5,26/07/2002
His63865831593827869200,,Nifty 50,29-Jul-02,973,977.95,953.15,971.65,29/07/2002
His63865831593827869200,,Nifty 50,30-Jul-02,973,987.5,956.8,960.65,30/07/2002
His63865831593827869200,,Nifty 50,31-Jul-02,960.3,964.1,943.6,958.9,31/07/2002
His63865831593827869200,,Nifty 50,1-Aug-02,959.2,972.05,954.15,957.7,1/8/2002
His63865831593827869200,,Nifty 50,2-Aug-02,957.55,957.55,935.55,954.75,2/8/2002
His63865831593827869200,,Nifty 50,5-Aug-02,954.9,966.5,953.9,963.25,5/8/2002
His63865831593827869200,,Nifty 50,6-Aug-02,963.3,969.55,955.4,966.65,6/8/2002
His63865831593827869200,,Nifty 50,7-Aug-02,967.7,978.6,966.55,969.1,7/8/2002
His63865831593827869200,,Nifty 50,8-Aug-02,969.15,971.75,951.2,953.55,8/8/2002
His63865831593827869200,,Nifty 50,9-Aug-02,953.8,963.85,948,961.95,9/8/2002
His63865831593827869200,,Nifty 50,12-Aug-02,961.15,971.55,961.15,969.85,12/8/2002
His63865831593827869200,,Nifty 50,13-Aug-02,970.4,977.2,969.9,976.05,13/08/2002
His63865831593827869200,,Nifty 50,14-Aug-02,976.05,976.25,967.25,969.65,14/08/2002
His63865831593827869200,,Nifty 50,16-Aug-02,970.75,981.2,968.35,979.25,16/08/2002
His63865831593827869200,,Nifty 50,19-Aug-02,979.4,983.55,978.2,979.85,19/08/2002
His63865831593827869200,,Nifty 50,20-Aug-02,979.75,990.85,979.05,988.55,20/08/2002
His63865831593827869200,,Nifty 50,21-Aug-02,988.6,994.25,984.35,988.45,21/08/2002
His63865831593827869200,,Nifty 50,22-Aug-02,988.55,995.3,983.45,985.7,22/08/2002
His63865831593827869200,,Nifty 50,23-Aug-02,985.75,996.4,984.7,995.2,23/08/2002
His63865831593827869200,,Nifty 50,26-Aug-02,992.4,1001.45,986.15,998.85,26/08/2002
His63865831593827869200,,Nifty 50,27-Aug-02,998.85,1003.3,985.7,987.7,27/08/2002
His63865831593827869200,,Nifty 50,28-Aug-02,987.35,988.1,981.1,985.7,28/08/2002
His63865831593827869200,,Nifty 50,29-Aug-02,985.85,989.4,981.45,987.25,29/08/2002
His63865831593827869200,,Nifty 50,30-Aug-02,987.65,1012.75,986.7,1010.6,30/08/2002
His63865831593827869200,,Nifty 50,2-Sep-02,1010.9,1024.65,1010.85,1013.5,2/9/2002
His63865831593827869200,,Nifty 50,3-Sep-02,1013.65,1014.8,999.4,1001.1,3/9/2002
His63865831593827869200,,Nifty 50,4-Sep-02,1000.7,1008.8,990.85,1006.95,4/9/2002
His63865831593827869200,,Nifty 50,5-Sep-02,1006.9,1013.45,1004.2,1008.6,5/9/2002
His63865831593827869200,,Nifty 50,6-Sep-02,1008.45,1008.45,992.7,995.2,6/9/2002
His63865831593827869200,,Nifty 50,9-Sep-02,992.05,1005.85,985.25,998.55,9/9/2002
His63865831593827869200,,Nifty 50,11-Sep-02,998.6,1002.35,993.35,998.85,11/9/2002
His63865831593827869200,,Nifty 50,12-Sep-02,998.95,1005.15,998.8,1001.65,12/9/2002
His63865831593827869200,,Nifty 50,13-Sep-02,1001.4,1001.4,989.85,992,13/09/2002
His63865831593827869200,,Nifty 50,16-Sep-02,991.75,997,983.55,985.75,16/09/2002
His63865831593827869200,,Nifty 50,17-Sep-02,985.75,996.8,985.75,994.9,17/09/2002
His63865831593827869200,,Nifty 50,18-Sep-02,994.15,994.15,981.6,983.6,18/09/2002
His63865831593827869200,,Nifty 50,19-Sep-02,983.45,985.25,970.8,976.05,19/09/2002
His63865831593827869200,,Nifty 50,20-Sep-02,975.6,975.6,960.7,969.6,20/09/2002
His63865831593827869200,,Nifty 50,23-Sep-02,969.85,974.75,967.35,970.3,23/09/2002
His63865831593827869200,,Nifty 50,24-Sep-02,969.95,969.95,960.2,966.2,24/09/2002
His63865831593827869200,,Nifty 50,25-Sep-02,964.65,971.85,960.5,970.05,25/09/2002
His63865831593827869200,,Nifty 50,26-Sep-02,970.1,976.25,968.25,969.9,26/09/2002
His63865831593827869200,,Nifty 50,27-Sep-02,969.95,978,969.25,976.45,27/09/2002
His63865831593827869200,,Nifty 50,30-Sep-02,976.15,976.15,961.55,963.15,30/09/2002
His63865831593827869200,,Nifty 50,1-Oct-02,961.15,964.2,950.3,955.2,1/10/2002
His63865831593827869200,,Nifty 50,3-Oct-02,955.35,957.9,945.8,948.2,3/10/2002
His63865831593827869200,,Nifty 50,4-Oct-02,948.1,951.8,944.5,948.2,4/10/2002
His63865831593827869200,,Nifty 50,7-Oct-02,947.8,956.35,946.25,954.75,7/10/2002
His63865831593827869200,,Nifty 50,8-Oct-02,954.8,963.15,952.5,960.8,8/10/2002
His63865831593827869200,,Nifty 50,9-Oct-02,960.85,968.75,952.95,954.75,9/10/2002
His63865831593827869200,,Nifty 50,10-Oct-02,954.8,960.45,945,958.45,10/10/2002
His63865831593827869200,,Nifty 50,11-Oct-02,958.45,973.5,958.45,971.05,11/10/2002
His63865831593827869200,,Nifty 50,14-Oct-02,971.5,976.5,969,972.45,14/10/2002
His63865831593827869200,,Nifty 50,16-Oct-02,972.9,983.6,971.7,973.6,16/10/2002
His63865831593827869200,,Nifty 50,17-Oct-02,973.7,976.05,966.55,973.3,17/10/2002
His63865831593827869200,,Nifty 50,18-Oct-02,973.8,982.5,968.8,971.65,18/10/2002
His63865831593827869200,,Nifty 50,21-Oct-02,971.75,976.2,965.65,967.35,21/10/2002
His63865831593827869200,,Nifty 50,22-Oct-02,967.5,976.35,961.65,962.5,22/10/2002
His63865831593827869200,,Nifty 50,23-Oct-02,962.9,963.75,955.45,957.35,23/10/2002
His63865831593827869200,,Nifty 50,24-Oct-02,957.7,959.8,945,946.9,24/10/2002
His63865831593827869200,,Nifty 50,25-Oct-02,946.8,946.8,929.25,932.2,25/10/2002
His63865831593827869200,,Nifty 50,28-Oct-02,932.35,934.9,920.1,922.7,28/10/2002
His63865831593827869200,,Nifty 50,29-Oct-02,922.55,939.7,921.65,936.9,29/10/2002
His63865831593827869200,,Nifty 50,30-Oct-02,936.15,944.35,935.9,937.75,30/10/2002
His63865831593827869200,,Nifty 50,31-Oct-02,937.35,953.3,937.05,951.4,31/10/2002
His63865831593827869200,,Nifty 50,1-Nov-02,951.45,956.95,946.4,951.45,1/11/2002
His63865831593827869200,,Nifty 50,4-Nov-02,951.6,965.5,951.6,962.1,4/11/2002
His63865831593827869200,,Nifty 50,5-Nov-02,962.85,963.7,957.2,962.3,5/11/2002
His63865831593827869200,,Nifty 50,7-Nov-02,962.35,970.2,957.95,960.7,7/11/2002
His63865831593827869200,,Nifty 50,8-Nov-02,960.5,960.95,954.35,956.95,8/11/2002
His63865831593827869200,,Nifty 50,11-Nov-02,957.55,958.55,952.1,954.05,11/11/2002
His63865831593827869200,,Nifty 50,12-Nov-02,953.9,960.85,948.05,959.85,12/11/2002
His63865831593827869200,,Nifty 50,13-Nov-02,960.35,965.75,956.9,962.65,13/11/2002
His63865831593827869200,,Nifty 50,14-Nov-02,964.15,974.1,963.5,971.9,14/11/2002
His63865831593827869200,,Nifty 50,15-Nov-02,972.3,992.05,972.3,990.35,15/11/2002
His63865831593827869200,,Nifty 50,18-Nov-02,990.35,1000.3,989.05,996.85,18/11/2002
His63865831593827869200,,Nifty 50,20-Nov-02,996.85,1007.2,992.3,1001.6,20/11/2002
His63865831593827869200,,Nifty 50,21-Nov-02,1001.8,1012.75,1001.8,1008.75,21/11/2002
His63865831593827869200,,Nifty 50,22-Nov-02,1009.5,1026,1009.5,1020.15,22/11/2002
His63865831593827869200,,Nifty 50,25-Nov-02,1020.9,1030.35,1017.5,1026.2,25/11/2002
His63865831593827869200,,Nifty 50,26-Nov-02,1026.4,1040.45,1026,1036.15,26/11/2002
His63865831593827869200,,Nifty 50,27-Nov-02,1036.35,1042.2,1027.7,1031.1,27/11/2002
His63865831593827869200,,Nifty 50,28-Nov-02,1031.25,1051.75,1031.25,1049.7,28/11/2002
His63865831593827869200,,Nifty 50,29-Nov-02,1049.55,1057.45,1040.95,1050.15,29/11/2002
His63865831593827869200,,Nifty 50,2-Dec-02,1050.15,1070.15,1050.15,1067.9,2/12/2002
His63865831593827869200,,Nifty 50,3-Dec-02,1067.7,1075.75,1051.8,1055,3/12/2002
His63865831593827869200,,Nifty 50,4-Dec-02,1055.75,1055.75,1034.1,1036.4,4/12/2002
His63865831593827869200,,Nifty 50,5-Dec-02,1036.75,1052.45,1036.75,1045.95,5/12/2002
His63865831593827869200,,Nifty 50,6-Dec-02,1047.55,1072.25,1047.55,1069.8,6/12/2002
His63865831593827869200,,Nifty 50,9-Dec-02,1070.5,1085.75,1054.95,1058.65,9/12/2002
His63865831593827869200,,Nifty 50,10-Dec-02,1058.35,1066.1,1045.65,1063.7,10/12/2002
His63865831593827869200,,Nifty 50,11-Dec-02,1064.1,1076.95,1062.3,1069.75,11/12/2002
His63865831593827869200,,Nifty 50,12-Dec-02,1069.95,1078.85,1066.8,1077,12/12/2002
His63865831593827869200,,Nifty 50,13-Dec-02,1074.45,1087.35,1074.45,1086.2,13/12/2002
His63865831593827869200,,Nifty 50,16-Dec-02,1089,1100,1075.55,1078.45,16/12/2002
His63865831593827869200,,Nifty 50,17-Dec-02,1078.7,1084.95,1069,1073.25,17/12/2002
His63865831593827869200,,Nifty 50,18-Dec-02,1073.2,1083.65,1072.85,1077.95,18/12/2002
His63865831593827869200,,Nifty 50,19-Dec-02,1077.85,1079.9,1070.5,1076,19/12/2002
His63865831593827869200,,Nifty 50,20-Dec-02,1075.45,1084.95,1075.4,1079.3,20/12/2002
His63865831593827869200,,Nifty 50,23-Dec-02,1079.3,1082.6,1073.35,1076,23/12/2002
His63865831593827869200,,Nifty 50,24-Dec-02,1075.95,1087,1072.65,1085,24/12/2002
His63865831593827869200,,Nifty 50,26-Dec-02,1085.05,1100.4,1085.05,1094.8,26/12/2002
His63865831593827869200,,Nifty 50,27-Dec-02,1095.65,1103.95,1095.6,1098.4,27/12/2002
His63865831593827869200,,Nifty 50,30-Dec-02,1095.8,1095.8,1084.35,1091.95,30/12/2002
His63865831593827869200,,Nifty 50,31-Dec-02,1091.85,1100.1,1091.7,1093.5,31/12/2002
His63865831593827869200,,Nifty 50,1-Jan-03,1093.6,1102.1,1093.6,1100.15,1/1/2003
His63865831593827869200,,Nifty 50,2-Jan-03,1100.55,1105.6,1091.2,1093.05,2/1/2003
His63865831593827869200,,Nifty 50,3-Jan-03,1094.45,1099.85,1087.3,1089.6,3/1/2003
His63865831593827869200,,Nifty 50,6-Jan-03,1089.75,1093.05,1081.25,1084.35,6/1/2003
His63865831593827869200,,Nifty 50,7-Jan-03,1084.4,1089.85,1078.95,1081.8,7/1/2003
His63865831593827869200,,Nifty 50,8-Jan-03,1082.4,1091.45,1082.3,1089.35,8/1/2003
His63865831593827869200,,Nifty 50,9-Jan-03,1089.75,1099.15,1087.75,1097.35,9/1/2003
His63865831593827869200,,Nifty 50,10-Jan-03,1097.6,1103.25,1077.4,1080.25,10/1/2003
His63865831593827869200,,Nifty 50,13-Jan-03,1080.25,1080.4,1070.75,1073.75,13/01/2003
His63865831593827869200,,Nifty 50,14-Jan-03,1072.7,1080.8,1070.3,1078.95,14/01/2003
His63865831593827869200,,Nifty 50,15-Jan-03,1077.9,1087.5,1077.8,1085,15/01/2003
His63865831593827869200,,Nifty 50,16-Jan-03,1085.05,1091.35,1083.95,1088.35,16/01/2003
His63865831593827869200,,Nifty 50,17-Jan-03,1089.3,1090.25,1083.2,1086.5,17/01/2003
His63865831593827869200,,Nifty 50,20-Jan-03,1086.25,1087,1074.2,1076.35,20/01/2003
His63865831593827869200,,Nifty 50,21-Jan-03,1076.3,1080.5,1074.1,1077.9,21/01/2003
His63865831593827869200,,Nifty 50,22-Jan-03,1078.45,1086.2,1073.6,1082.9,22/01/2003
His63865831593827869200,,Nifty 50,23-Jan-03,1081.4,1083.15,1069.05,1070.9,23/01/2003
His63865831593827869200,,Nifty 50,24-Jan-03,1070.6,1075.2,1053.4,1056.05,24/01/2003
His63865831593827869200,,Nifty 50,27-Jan-03,1057.8,1059.35,1030.35,1037.65,27/01/2003
His63865831593827869200,,Nifty 50,28-Jan-03,1036.35,1047.95,1026.75,1046.2,28/01/2003
His63865831593827869200,,Nifty 50,29-Jan-03,1059.8,1059.8,1033.3,1037.2,29/01/2003
His63865831593827869200,,Nifty 50,30-Jan-03,1037.15,1050.55,1031.35,1034.6,30/01/2003
His63865831593827869200,,Nifty 50,31-Jan-03,1034.75,1044.25,1026.2,1041.85,31/01/2003
His63865831593827869200,,Nifty 50,3-Feb-03,1040.25,1056.6,1036.5,1055.3,3/2/2003
His63865831593827869200,,Nifty 50,4-Feb-03,1056.55,1063.7,1050.45,1054.8,4/2/2003
His63865831593827869200,,Nifty 50,5-Feb-03,1054.3,1054.65,1041.75,1047.4,5/2/2003
His63865831593827869200,,Nifty 50,6-Feb-03,1047.25,1065.95,1043.7,1063.6,6/2/2003
His63865831593827869200,,Nifty 50,7-Feb-03,1063.75,1065.8,1055.5,1057.5,7/2/2003
His63865831593827869200,,Nifty 50,10-Feb-03,1058.2,1058.75,1047.15,1048.6,10/2/2003
His63865831593827869200,,Nifty 50,11-Feb-03,1048.6,1055.8,1044.55,1048,11/2/2003
His63865831593827869200,,Nifty 50,12-Feb-03,1048.15,1051,1040.4,1044.45,12/2/2003
His63865831593827869200,,Nifty 50,14-Feb-03,1044.45,1047.05,1034.1,1036,14/02/2003
His63865831593827869200,,Nifty 50,17-Feb-03,1036.2,1060.5,1036.2,1058.2,17/02/2003
His63865831593827869200,,Nifty 50,18-Feb-03,1058.95,1065.15,1057.6,1059.3,18/02/2003
His63865831593827869200,,Nifty 50,19-Feb-03,1059.3,1068.8,1059.3,1064.3,19/02/2003
His63865831593827869200,,Nifty 50,20-Feb-03,1064.15,1071.7,1058.35,1065.6,20/02/2003
His63865831593827869200,,Nifty 50,21-Feb-03,1065.6,1069.2,1061.1,1066.15,21/02/2003
His63865831593827869200,,Nifty 50,24-Feb-03,1066.2,1075.5,1066.2,1070.15,24/02/2003
His63865831593827869200,,Nifty 50,25-Feb-03,1070.1,1073.25,1054.9,1055.55,25/02/2003
His63865831593827869200,,Nifty 50,26-Feb-03,1055.6,1059.6,1048.2,1049.65,26/02/2003
His63865831593827869200,,Nifty 50,27-Feb-03,1049.6,1057.45,1044.9,1052.95,27/02/2003
His63865831593827869200,,Nifty 50,28-Feb-03,1053.65,1068.65,1053.65,1063.4,28/02/2003
His63865831593827869200,,Nifty 50,3-Mar-03,1063.55,1070.85,1057.55,1058.85,3/3/2003
His63865831593827869200,,Nifty 50,4-Mar-03,1058.7,1058.7,1045.2,1046.6,4/3/2003
His63865831593827869200,,Nifty 50,5-Mar-03,1046.55,1046.55,1029.9,1040.7,5/3/2003
His63865831593827869200,,Nifty 50,6-Mar-03,1040.3,1040.75,1029.55,1031.25,6/3/2003
His63865831593827869200,,Nifty 50,7-Mar-03,1031.05,1031.05,1014.3,1017.1,7/3/2003
His63865831593827869200,,Nifty 50,10-Mar-03,1017.1,1021.5,1004.35,1006.7,10/3/2003
His63865831593827869200,,Nifty 50,11-Mar-03,1006.65,1016.7,998.95,1014.55,11/3/2003
His63865831593827869200,,Nifty 50,12-Mar-03,1014.25,1017.75,1000.05,1001.7,12/3/2003
His63865831593827869200,,Nifty 50,13-Mar-03,1001.5,1006.4,994.2,999.65,13/03/2003
His63865831593827869200,,Nifty 50,17-Mar-03,999.7,1000.85,982.7,993,17/03/2003
His63865831593827869200,,Nifty 50,19-Mar-03,993.35,1011.45,992.9,1003.9,19/03/2003
His63865831593827869200,,Nifty 50,20-Mar-03,1003.45,1028.9,1001.75,1025.25,20/03/2003
His63865831593827869200,,Nifty 50,21-Mar-03,1025.55,1033.7,1022.05,1030.55,21/03/2003
His63865831593827869200,,Nifty 50,22-Mar-03,1030.6,1039.8,1030.6,1037.15,22/03/2003
His63865831593827869200,,Nifty 50,24-Mar-03,1037.15,1038.55,1011.95,1013.9,24/03/2003
His63865831593827869200,,Nifty 50,25-Mar-03,1013.5,1013.5,998.4,1011.3,25/03/2003
His63865831593827869200,,Nifty 50,26-Mar-03,1011.55,1019.9,1004.85,1013.85,26/03/2003
His63865831593827869200,,Nifty 50,27-Mar-03,1013.9,1013.9,999.6,1002.7,27/03/2003
His63865831593827869200,,Nifty 50,28-Mar-03,1002.8,1006.3,996.75,1000.6,28/03/2003
His63865831593827869200,,Nifty 50,31-Mar-03,1000.6,1000.6,974.1,978.2,31/03/2003
His63865831593827869200,,Nifty 50,1-Apr-03,977.4,992.05,973.5,984.3,1/4/2003
His63865831593827869200,,Nifty 50,2-Apr-03,984.45,1002.1,984.45,999.4,2/4/2003
His63865831593827869200,,Nifty 50,3-Apr-03,999.55,1010.75,999.55,1009.15,3/4/2003
His63865831593827869200,,Nifty 50,4-Apr-03,1009.15,1018.25,1002.75,1016.95,4/4/2003
His63865831593827869200,,Nifty 50,7-Apr-03,1017.05,1033.45,1017.05,1031.5,7/4/2003
His63865831593827869200,,Nifty 50,8-Apr-03,1032,1032,1016.6,1018.1,8/4/2003
His63865831593827869200,,Nifty 50,9-Apr-03,1018,1018,1002.3,1004.85,9/4/2003
His63865831593827869200,,Nifty 50,10-Apr-03,1003.8,1003.8,958.2,962.2,10/4/2003
His63865831593827869200,,Nifty 50,11-Apr-03,958.9,965.15,935.7,949.8,11/4/2003
His63865831593827869200,,Nifty 50,15-Apr-03,951.8,964.2,938.8,951.2,15/04/2003
His63865831593827869200,,Nifty 50,16-Apr-03,950.65,961.75,949,958.65,16/04/2003
His63865831593827869200,,Nifty 50,17-Apr-03,958.65,958.65,936.7,940.7,17/04/2003
His63865831593827869200,,Nifty 50,21-Apr-03,941.5,949.7,941.5,947.2,21/04/2003
His63865831593827869200,,Nifty 50,22-Apr-03,947.1,951.4,937.85,943.5,22/04/2003
His63865831593827869200,,Nifty 50,23-Apr-03,943.75,951.2,931.5,934.2,23/04/2003
His63865831593827869200,,Nifty 50,24-Apr-03,934.2,943.15,927.8,929.7,24/04/2003
His63865831593827869200,,Nifty 50,25-Apr-03,929.45,931.35,921.1,924.3,25/04/2003
His63865831593827869200,,Nifty 50,28-Apr-03,922.85,931.05,920,929.5,28/04/2003
His63865831593827869200,,Nifty 50,29-Apr-03,929.75,936.9,929.75,932.3,29/04/2003
His63865831593827869200,,Nifty 50,30-Apr-03,935.25,935.55,929.85,934.05,30/04/2003
His63865831593827869200,,Nifty 50,2-May-03,930.9,940.2,930.8,938.3,2/5/2003
His63865831593827869200,,Nifty 50,5-May-03,937.45,948.95,936.65,945.4,5/5/2003
His63865831593827869200,,Nifty 50,6-May-03,945.85,955,943.2,951.85,6/5/2003
His63865831593827869200,,Nifty 50,7-May-03,950.4,956.65,948.9,950.15,7/5/2003
His63865831593827869200,,Nifty 50,8-May-03,950.15,951.3,938.7,941.55,8/5/2003
His63865831593827869200,,Nifty 50,9-May-03,941.6,941.65,935.8,937.85,9/5/2003
His63865831593827869200,,Nifty 50,12-May-03,938.5,944.45,934,936,12/5/2003
His63865831593827869200,,Nifty 50,13-May-03,936.9,945.8,936.7,944.2,13/05/2003
His63865831593827869200,,Nifty 50,14-May-03,944.2,953.45,943.15,952.15,14/05/2003
His63865831593827869200,,Nifty 50,15-May-03,952.15,961.6,951.15,959.85,15/05/2003
His63865831593827869200,,Nifty 50,16-May-03,959.85,974.4,959.85,973.1,16/05/2003
His63865831593827869200,,Nifty 50,19-May-03,973.7,979.85,964.6,966.55,19/05/2003
His63865831593827869200,,Nifty 50,20-May-03,964.65,974.05,959.8,971.55,20/05/2003
His63865831593827869200,,Nifty 50,21-May-03,972.05,980.75,965.55,968,21/05/2003
His63865831593827869200,,Nifty 50,22-May-03,967.95,972.4,960.05,963.25,22/05/2003
His63865831593827869200,,Nifty 50,23-May-03,963.5,972.9,962.4,967.9,23/05/2003
His63865831593827869200,,Nifty 50,26-May-03,967.85,983.9,967.1,982.45,26/05/2003
His63865831593827869200,,Nifty 50,27-May-03,982.35,990,974.25,976.85,27/05/2003
His63865831593827869200,,Nifty 50,28-May-03,977.65,992.25,977.55,990.8,28/05/2003
His63865831593827869200,,Nifty 50,29-May-03,990.8,1004.85,989.5,1002.6,29/05/2003
His63865831593827869200,,Nifty 50,30-May-03,1000.05,1013.85,994.65,1006.8,30/05/2003
His63865831593827869200,,Nifty 50,2-Jun-03,1006.85,1020.5,1004.7,1015.15,2/6/2003
His63865831593827869200,,Nifty 50,3-Jun-03,1015.9,1016.9,1007.65,1010.65,3/6/2003
His63865831593827869200,,Nifty 50,4-Jun-03,1010.7,1022.75,1010.1,1021.05,4/6/2003
His63865831593827869200,,Nifty 50,5-Jun-03,1021.1,1038.3,1021.1,1035.05,5/6/2003
His63865831593827869200,,Nifty 50,6-Jun-03,1036.2,1048.85,1035.95,1046.4,6/6/2003
His63865831593827869200,,Nifty 50,9-Jun-03,1046,1057.05,1039.85,1052.1,9/6/2003
His63865831593827869200,,Nifty 50,10-Jun-03,1052,1056.55,1033.95,1037.8,10/6/2003
His63865831593827869200,,Nifty 50,11-Jun-03,1038,1048.25,1035,1044.1,11/6/2003
His63865831593827869200,,Nifty 50,12-Jun-03,1044.2,1052.6,1043.1,1051.3,12/6/2003
